Name,Substance,Amount,Sold As,Date Published,Date Tested,Location,Size
Blue Powder,Carfentanil,"1</li>
",Percocet,"Jan 15, 2020","Jan 14, 2020",New Bedford,200 mg
Molly,MDMA,"1</li>
</ul>",Molly,"Jan 15, 2020","Jan 14, 2020","San Mateo, CA",115 mg<br/>5.2 mm x 13.3 mm
M367,Tramadol,"1</li>
</ul>",Vicodin / hydrocodone,"Jan 15, 2020","Jan 14, 2020",Online,710 mg<br/>8.2 mm x 17.8 mm
Needlepoint,LSD,"4</li>
",LSD,"Jan 15, 2020","Jan 14, 2020","Portland, OR",17 mg<br/>4.0 mm x 4.0 mm
Molly,MDMA,"1</li>
</ul>",MDMA,"Jan 15, 2020","Jan 14, 2020","Portland, OR",200 mg
Cherub Blotter,Ketamine,"2</li>
",LSD,"Jan 15, 2020","Jan 14, 2020","Portland, OR",10 mg<br/>6.6 mm x 5.8 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Jan 15, 2020","Jan 14, 2020",Online,176 mg<br/>6.7 mm x 19.1 mm
Capsule,Diazepam,"11</li>
",Not Specified,"Jan 15, 2020","Jan 14, 2020",Online,246 mg<br/>9.1 mm x 20.8 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Jan 15, 2020","Jan 14, 2020","Eugene, OR",95 mg<br/>6.2 mm x 17.6 mm
Windmühle,MDMA,178.8,MDMA / Ecstasy,"Jan 11, 2020","Jan 07, 2020","Zurich, Switzerland",443.5 mg<br/>11.8 mm x 10.2 mm
Soundcloud,MDMA,209,MDMA / Ecstasy,"Jan 11, 2020","Jan 07, 2020","Zurich, Switzerland",427.5 mg<br/>14.1 mm x 7.1 mm
Soundcloud,MDMA,221.2,MDMA / Ecstasy,"Jan 11, 2020","Jan 07, 2020","Zurich, Switzerland",447.4 mg<br/>14.0 mm x 7.0 mm
Audi,MDMA,242.2,MDMA / Ecstasy,"Jan 11, 2020","Jan 07, 2020","Zurich, Switzerland",504.5 mg<br/>14.1 mm x 7.1 mm
Willy Wonka Golden Ticket,Etizolam,"</li>
</ul>",Not Specified,"Jan 11, 2020","Jan 07, 2020","Zurich, Switzerland",-
Punisher,MDMA,281,NA,"Jan 11, 2020","Dec 31, 2019","Vienna, Austria",13.6&amp;nbspmm x -&amp;nbspmm
Moncler,MDMA,217,MDMA / Ecstasy,"Jan 11, 2020","Dec 31, 2019","Vienna, Austria",12.0&amp;nbspmm x -&amp;nbspmm
Redbull,MDMA,204,MDMA / Ecstasy,"Jan 11, 2020","Dec 31, 2019","Vienna, Austria",11.8&amp;nbspmm x -&amp;nbspmm
Formel 1,MDMA,148,MDMA / Ecstasy,"Jan 11, 2020","Dec 31, 2019","Vienna, Austria",15.7&amp;nbspmm x -&amp;nbspmm
Maybach,MDMA,102,MDMA / Ecstasy,"Jan 11, 2020","Dec 31, 2019","Vienna, Austria",-
Maybach,MDMA,131,MDMA / Ecstasy,"Jan 11, 2020","Dec 31, 2019","Vienna, Austria",12.6&amp;nbspmm x -&amp;nbspmm
Nespresso,Amphetamine,"</li>
",MDMA / Ecstasy,"Jan 11, 2020","Dec 31, 2019","Vienna, Austria",9.4&amp;nbspmm x 6.1&amp;nbspmm
Green Heart,2C-B,"1</li>
</ul>",2C-B,"Dec 30, 2019","Dec 30, 2019","Amsterdam, Netherlands",205 mg<br/>6.9 mm x 7.4 mm
Oxanabol,Oxandrolone,"1</li>
</ul>",Anabolic Steroid,"Dec 30, 2019","Dec 30, 2019","Orlando, FL",197 mg<br/>8.1 mm x 3.1 mm
Molly Capsule,MDMA,"1</li>
</ul>",Molly,"Dec 30, 2019","Dec 30, 2019","Dallas, TX",200 mg<br/>21.2 mm x 7.3 mm
Blue Tablet,Oxandrolone,"1</li>
</ul>",Not Specified,"Dec 30, 2019","Dec 30, 2019",FL,78 mg<br/>5.2 mm x 3.5 mm
White BP,Metenolone acetate,"1</li>
</ul>",Not Specified,"Dec 30, 2019","Dec 30, 2019",FL,251 mg<br/>9.1 mm x 4.3 mm
Blue Alien,MDMA,"1</li>
</ul>",Ecstasy,"Dec 30, 2019","Dec 30, 2019",Online,341 mg<br/>9.1 mm x 8.1 mm
Gray Alien,MDA,"6</li>
",Ecstasy,"Dec 30, 2019","Dec 30, 2019",Online,318 mg<br/>9.1 mm x 8.1 mm
NEP,N-Ethylheptedrone,"1</li>
</ul>",N-Ethylpentedrone,"Dec 30, 2019","Dec 30, 2019","Online, China",100 mg<br/>23.1 mm x 8.0 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Dec 23, 2019","Dec 23, 2019","New York, NY",100 mg<br/>22.7 mm x 7.9 mm
Molly Crystal,MDA,"1</li>
</ul>",MDMA,"Dec 23, 2019","Dec 23, 2019","Denver, CO",50 mg<br/>13.8 mm x 5.0 mm
Pink Crown,MDMA,"1</li>
</ul>",MDMA,"Dec 23, 2019","Dec 23, 2019","Denver, CO",418 mg<br/>12.0 mm x 3.7 mm
Molly,MDMA,"1</li>
</ul>",MDMA,"Dec 23, 2019","Dec 23, 2019","Denver, CO",100 mg<br/>23.3 mm x 7.2 mm
AL-LAD,DET,"20</li>
",AL-LAD,"Dec 23, 2019","Dec 23, 2019","Online, Canada",20 mg<br/>9.6 mm x 9.4 mm
Molly,bk-EBDB,"1</li>
</ul>",MDMA/Molly,"Dec 23, 2019","Dec 23, 2019",MD,174 mg
M30,Tramadol,"1</li>
</ul>",Oxycodone,"Dec 23, 2019","Dec 23, 2019","Online, India",412 mg<br/>9.7 mm x 4.5 mm
Molly,MDMA,"1</li>
</ul>",MDMA,"Dec 23, 2019","Dec 23, 2019",Online,100 mg<br/>17.5 mm x 5.7 mm
Haschish,4F-MDMB-BINACA,"</li>
</ul>",Hash,"Dec 23, 2019","Dec 18, 2019","Bern, Switzerland",-
Pharao,MDMA,151.6,MDMA / Ecstasy,"Dec 23, 2019","Dec 17, 2019","Zurich, Switzerland",416.2 mg<br/>10.8 mm x 10.7 mm
Emoji Kothaufen,MDMA,154.7,MDMA / Ecstasy,"Dec 23, 2019","Dec 17, 2019","Zurich, Switzerland",380 mg<br/>9.9 mm x 9.8 mm
Mojo Jojo,2C-B,10.5,Not Specified,"Dec 23, 2019","Dec 17, 2019","Zurich, Switzerland",99.3 mg<br/>8.0 mm x 6.0 mm
Batman,2C-B,10.2,Not Specified,"Dec 23, 2019","Dec 13, 2019","Zurich, Switzerland",198.2 mg<br/>5.5 mm x 10.0 mm
3-MMC,2- or 3-Methylmethcathinone,"9</li>
",3-MMC,"Dec 18, 2019","Dec 16, 2019",Online,200 mg<br/>21.5 mm x 7.5 mm
Pink Powder,Caffeine,"6</li>
",2C-B,"Dec 18, 2019","Dec 16, 2019","Sacramento, CA",400 mg
A-PVP,alpha-PiHP,"1</li>
</ul>",α-PVP,"Dec 18, 2019","Dec 16, 2019","Tallahassee, FL",200 mg
Philipp Plein,MDMA,"1</li>
</ul>",MDMA,"Dec 18, 2019","Dec 16, 2019",Online,400 mg<br/>8.9 mm x 4.5 mm
Mercedes,MDMA,"1</li>
</ul>",MDMA,"Dec 18, 2019","Dec 16, 2019","Houston, TX",218 mg<br/>8.1 mm x 4.4 mm
Deep MXE,Methoxetamine,"10</li>
",Methoxetamine,"Dec 18, 2019","Dec 16, 2019",Online,253 mg<br/>8.3 mm x 24.9 mm
MDMA,MDMA,"1</li>
",MDMA,"Dec 18, 2019","Dec 16, 2019","Pacifica, CA",100 mg
G037,Acetaminophen,"25</li>
",Hydrocodone 10/325,"Dec 18, 2019","Dec 16, 2019","Los Angeles, CA",512 mg<br/>16.2 mm x 7.6 mm
Adderall,Amphetamine,"1</li>
</ul>",Adderall,"Dec 18, 2019","Dec 16, 2019","Chicago, IL",240 mg<br/>8.2 mm x 10.2 mm
Molly,MDMA,"1</li>
</ul>",MDMA,"Dec 18, 2019","Dec 16, 2019","Miami, FL",100 mg
Coca Cola,MDMA,"1</li>
</ul>",Ecstasy,"Dec 18, 2019","Dec 16, 2019",Online,580 mg<br/>9.0 mm x 14.0 mm
White DMT,DMT,"1</li>
</ul>",DMT,"Dec 18, 2019","Dec 16, 2019","Online, Netherlands",100 mg
Your Girl Molly,MDMA,"1</li>
</ul>",MDMA,"Dec 18, 2019","Dec 16, 2019",Online,269 mg<br/>8.3 mm x 23.3 mm
MDMA,Methamphetamine,"2</li>
",MDMA,"Dec 18, 2019","Dec 16, 2019","San Gabriel, CA",140 mg<br/>7.2 mm x 21.2 mm
Psilo,Methamphetamine,"3</li>
",Psilocybin,"Dec 18, 2019","Dec 16, 2019","San Gabriel, CA",181 mg<br/>7.3 mm x 21.0 mm
LSD Gel Tab,LSD,"1</li>
",LSD,"Dec 18, 2019","Dec 16, 2019","San Gabriel, CA",10 mg<br/>5.0 mm x 4.1 mm
LSD Blotter,Niacinamide,"4</li>
",LSD,"Dec 18, 2019","Dec 16, 2019","San Gabriel, CA",20 mg<br/>8.0 mm x 6.5 mm
Heisenberg,MDMA,162.8,MDMA / Ecstasy,"Dec 13, 2019","Dec 10, 2019","Zurich, Switzerland",529.8 mg<br/>11.7 mm x 13.1 mm
Handgranate,MDMA,188.1,MDMA / Ecstasy,"Dec 13, 2019","Dec 07, 2019","Zurich, Switzerland",477.9 mg<br/>9.3 mm x 12.9 mm
Batman,2C-B,9.9,Not Specified,"Dec 13, 2019","Dec 06, 2019","Zurich, Switzerland",199.7 mg<br/>10.0 mm x 5.5 mm
Kirschen,MDMA,130,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",9.1&amp;nbspmm x 4.0&amp;nbspmm
Tekashi 69,MDMA,144,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",12.4&amp;nbspmm x 4.4&amp;nbspmm
Tekashi 69,MDMA,120,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",12.2&amp;nbspmm x 5.3&amp;nbspmm
FC Barcelona,MDMA,149,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",-
MCat,4-Methylmethcathinone,"</li>
",Mephedrone,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",9.1&amp;nbspmm x 5.0&amp;nbspmm
LSD Filz,LSD,20,LSD,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",-
1P-MiPLA,MiPLA,"</li>
</ul>",MIPLA,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",-
Tesla,MDMA,154,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",11.1&amp;nbspmm x 4.5&amp;nbspmm
Tomorrowland,MDMA,175,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",12.2&amp;nbspmm x 5.0&amp;nbspmm
Goldbarren,MDMA,190,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",11.4&amp;nbspmm x 4.0&amp;nbspmm
Trump,MDMA,162,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",12.2&amp;nbspmm x 4.1&amp;nbspmm
Handgranate,MDMA,196,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",13.2&amp;nbspmm x 5.9&amp;nbspmm
Bandit,MDMA,157,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",12.1&amp;nbspmm x 4.0&amp;nbspmm
Maserati,MDMA,227,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",12.1&amp;nbspmm x 5.6&amp;nbspmm
Bandit,MDMA,169,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",12.6&amp;nbspmm x 4.1&amp;nbspmm
VW,MDMA,251,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",10.1&amp;nbspmm x 4.7&amp;nbspmm
Punisher,MDMA,247,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",13.6&amp;nbspmm x 5.1&amp;nbspmm
Punisher,MDMA,236,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",13.6&amp;nbspmm x 5.1&amp;nbspmm
DHL - LKW,MDMA,297,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",21.2&amp;nbspmm x 4.5&amp;nbspmm
CNN,MDMA,285,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",13.4&amp;nbspmm x 5.2&amp;nbspmm
Redbull,MDMA,256,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",11.8&amp;nbspmm x 5.3&amp;nbspmm
Totenkopf,MDMA,305,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",11.5&amp;nbspmm x 3.8&amp;nbspmm
Tesla,MDMA,199,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",11.2&amp;nbspmm x 5.2&amp;nbspmm
Audi,MDMA,174,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",20.3&amp;nbspmm x 4.3&amp;nbspmm
Audi,MDMA,152,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",20.3&amp;nbspmm x 4.3&amp;nbspmm
Ecstasy,MDMA,148,MDMA / Ecstasy,"Dec 12, 2019","Dec 12, 2019","Vienna, Austria",11.4&amp;nbspmm x 3.8&amp;nbspmm
Molly,MDMA,"1</li>
</ul>",MDMA,"Dec 09, 2019","Dec 08, 2019","Philadelphia, PA",100 mg<br/>22.5 mm x 8.8 mm
Ketamine,Ketamine,"1</li>
</ul>",S-Ketamine,"Dec 09, 2019","Dec 08, 2019",Online,100 mg
3-MeO-PCP,3-MeO-PCP,"8</li>
",3-MeO-PCP,"Dec 09, 2019","Dec 08, 2019","Online, China",100 mg
Apaurin,Diazepam,"</li>
</ul>",Diazepam,"Dec 09, 2019","Dec 08, 2019",Online,167 mg<br/>8.0 mm x 2.6 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Dec 09, 2019","Dec 08, 2019","Brisbane, Queensland, Australia",200 mg
G3722,Alprazolam,"1</li>
</ul>",Xanax,"Dec 09, 2019","Dec 08, 2019","Online, NY",256 mg<br/>15.5 mm x 4.7 mm
Farmapram,Alprazolam,"1</li>
</ul>",Xanax,"Dec 09, 2019","Dec 08, 2019","Online, AZ",260 mg<br/>15.8 mm x 4.6 mm
Farmapram,Alprazolam,"1</li>
</ul>",Xanax,"Dec 09, 2019","Dec 08, 2019","Online, AZ",262 mg<br/>15.7 mm x 4.6 mm
E8,Fentanyl,"1.5</li>
",Oxycodone,"Dec 09, 2019","Dec 08, 2019","St. Paul, MN",141 mg<br/>6.5 mm x 3.8 mm
GG 249,U-47700,"</li>
</ul>",Alprazolam,"Dec 09, 2019","Dec 09, 2019","Online, Online",-
Trump,MDMA,199,MDMA / Ecstasy,"Dec 09, 2019","Dec 07, 2019","Innsbruck, Austria",434.6 mg
Pharao,MDMA,306,MDMA / Ecstasy,"Dec 09, 2019","Dec 06, 2019","Innsbruck, Austria",655 mg
Coca Cola,MDMA,253,MDMA / Ecstasy,"Dec 09, 2019","Dec 09, 2019","Innsbruck, Austria",445.3 mg
Dodge,MDMA,165.2,MDMA / Ecstasy,"Dec 09, 2019","Nov 29, 2019","Zurich, Switzerland",438 mg<br/>10.0 mm x 9.2 mm
Patek Philippe,MDMA,237.7,MDMA / Ecstasy,"Dec 09, 2019","Nov 29, 2019","Zurich, Switzerland",461.2 mg<br/>10.2 mm x 10.2 mm
Soundcloud,MDMA,236.7,MDMA / Ecstasy,"Dec 09, 2019","Dec 03, 2019","Zurich, Switzerland",459 mg<br/>14.1 mm x 6.1 mm
Bugatti,MDMA,226.5,MDMA / Ecstasy,"Dec 09, 2019","Dec 03, 2019","Zurich, Switzerland",404.4 mg<br/>12.1 mm x 7.1 mm
Methylone,Caffeine,"</li>
",Methylone,"Dec 09, 2019","Nov 27, 2019","Bern, Switzerland",440.7 mg<br/>12.1 mm x 6.1 mm
4-FA,4-Fluoromethylphenidate,"</li>
</ul>",4-Fluoroamphetamine,"Dec 09, 2019","Nov 27, 2019","Bern, Switzerland",-
MDMA Tablet,Caffeine,"12</li>
",MDMA,"Dec 04, 2019","Dec 04, 2019","Online, CA",200 mg
Superman,MDMA,"1</li>
",MDMA,"Dec 04, 2019","Dec 04, 2019","Amsterdam, Online, Netherlands",343 mg<br/>9.0 mm x 9.7 mm
Fire Molly,MDMA,"1</li>
</ul>",MDMA,"Dec 04, 2019","Dec 04, 2019","Jacksonville, FL",136 mg
Adderall,Methamphetamine,"1</li>
</ul>",30mg Adderall,"Dec 04, 2019","Dec 04, 2019",Online,457 mg<br/>12.1 mm x 9.7 mm
Peruvian Fishscale,Cocaine,"2</li>
",Cocaine,"Dec 04, 2019","Dec 04, 2019","Jacksonville, FL",116 mg
Ketamine,Ketamine,"12</li>
",Ketamine,"Dec 04, 2019","Dec 04, 2019",Online,151 mg<br/>20.9 mm x 7.3 mm
JWH-018,None Detected,"</li>
</ul>",JWH-018,"Dec 04, 2019","Dec 04, 2019","Online, China",100 mg
LSD Blotter,LSD,"10</li>
",LSD,"Dec 04, 2019","Dec 04, 2019","Online, Netherlands",30 mg<br/>11.7 mm x 10.2 mm
Molly,Methamphetamine,"1</li>
</ul>",Molly,"Dec 04, 2019","Dec 04, 2019","Las Vegas, NV",20 mg
Molly,MDMA,"1</li>
</ul>",Molly,"Dec 04, 2019","Dec 04, 2019","Denver, CO",50 mg
Molly,MDMA,"1</li>
</ul>",MDMA,"Dec 04, 2019","Dec 04, 2019","San Rafael, CA",50 mg
Rick and Morty,MDA,"8</li>
",Ecstasy,"Dec 04, 2019","Dec 04, 2019","Miami, FL",511 mg<br/>11.9 mm x 10.1 mm
Ace of Spades,Caffeine,"7</li>
",MDMA,"Dec 04, 2019","Dec 04, 2019","Chicago, IL",321 mg<br/>13.9 mm x 12.3 mm
Yellow P,Methamphetamine,"1</li>
</ul>",Dextroamphetamine,"Dec 04, 2019","Dec 04, 2019","San Francisco, CA",100 mg
Alprazolam,Metamizole,"1</li>
</ul>",Alprazolam,"Dec 04, 2019","Dec 04, 2019","Online, China",300 mg
Alprazolam,None Detected,"</li>
",Alprazolam,"Dec 04, 2019","Dec 04, 2019","Los Angeles, CA",300 mg
Twitter,MDMA,155,MDMA / Ecstasy,"Dec 02, 2019","Nov 29, 2019","Innsbruck, Austria",264 mg
Tesla,MDMA,232,MDMA / Ecstasy,"Dec 02, 2019","Nov 29, 2019","Innsbruck, Austria",442.7 mg
Red Bull,MDMA,180,MDMA / Ecstasy,"Dec 02, 2019","Nov 29, 2019","Innsbruck, Austria",495.9 mg
WIndows,MDMA,185,MDMA / Ecstasy,"Dec 02, 2019","Nov 29, 2019","Innsbruck, Austria",457.2 mg
Philipp Plein,MDMA,165.7,MDMA / Ecstasy,"Dec 02, 2019","Nov 26, 2019","Zurich, Switzerland",533.9 mg<br/>11.7 mm x 13.1 mm
Rolex,MDMA,184.1,MDMA / Ecstasy,"Dec 02, 2019","Nov 26, 2019","Zurich, Switzerland",340.2 mg<br/>12.1 mm x 13.0 mm
Xanax,Caffeine,"</li>
",Alprazolam,"Dec 02, 2019","Nov 22, 2019","Zurich, Switzerland",274.4 mg<br/>15.1 mm x 3.0 mm
Xanax Bar,Alprazolam,"1</li>
</ul>",Xanax,"Nov 25, 2019","Nov 24, 2019","Aurangabad, Online, India",508 mg<br/>16.5 mm x 5.2 mm
4-FA,"Fluoroamphetamine (2,3, or 4 fluoro)","1</li>
</ul>",4-FA,"Nov 25, 2019","Nov 24, 2019",Online,200 mg<br/>21.2 mm x 9.3 mm
Kenzo Tiger,Caffeine,"6</li>
",MDMA,"Nov 25, 2019","Nov 24, 2019","Worcester, MA",-
Molly,MDMA,"1</li>
</ul>",MDMA,"Nov 25, 2019","Nov 24, 2019",Online,100 mg
Acid,LSD,"1</li>
</ul>",LSD,"Nov 25, 2019","Nov 24, 2019","Oakland, CA",20 mg<br/>8.5 mm x 8.3 mm
Cocaine,Cocaine,"1</li>
",Cocaine,"Nov 25, 2019","Nov 24, 2019","Oakland, CA",100 mg<br/>13.6 mm x 5.0 mm
Ketamine,Ketamine,"1</li>
</ul>",Ketamine,"Nov 25, 2019","Nov 24, 2019","Los Angeles, CA",50 mg<br/>14.1 mm x 5.0 mm
Fake Xanax,Flualprazolam,"1</li>
</ul>",Xanax,"Nov 25, 2019","Nov 24, 2019","Los Angeles, CA",416 mg<br/>15.2 mm x 5.1 mm
5-MAPB,5-MAPB,"1</li>
</ul>",5-MAPB,"Nov 25, 2019","Nov 24, 2019","Online, Netherlands",300 mg<br/>58.7 mm x 15.6 mm
Ketamine,Ketamine,"9</li>
",Ketamine,"Nov 25, 2019","Nov 24, 2019",Online,100 mg<br/>21.2 mm x 7.4 mm
Hydco,Acetaminophen,"25</li>
",Hydrocodone,"Nov 25, 2019","Nov 24, 2019",Online,652 mg<br/>16.5 mm x 8.3 mm
SpongeBob,MDMA,"1</li>
</ul>",MDMA,"Nov 25, 2019","Nov 24, 2019",Germany,658 mg<br/>12.2 mm x 10.0 mm
White Powder,N-Ethylheptedrone,"1</li>
</ul>",Clonazolam,"Nov 25, 2019","Nov 24, 2019","Online, China",100 mg<br/>22.6 mm x 8.3 mm
White Powder,O-Desmethyltramadol,"1</li>
</ul>",O-Desmethyltramadol,"Nov 25, 2019","Nov 24, 2019","Online, China",300 mg<br/>23.0 mm x 8.2 mm
White Powder,2-methyl AP-237,"1</li>
</ul>",2-methyl AP-237,"Nov 25, 2019","Nov 24, 2019","Online, China",300 mg<br/>22.9 mm x 8.1 mm
Clumpy Powder,Doxepin,"1</li>
</ul>",Clonazolam,"Nov 25, 2019","Nov 24, 2019","Online, China",300 mg<br/>23.1 mm x 8.2 mm
M367,Acetaminophen,"25</li>
",Vicodin,"Nov 25, 2019","Nov 24, 2019","Worcester, MA",421 mg<br/>15.0 mm x 7.2 mm
Molly,MDMA,"1</li>
</ul>",Molly,"Nov 25, 2019","Nov 24, 2019","Online, France",300 mg<br/>24.1 mm x 8.0 mm
Fake Xanax,Adinazolam,"20</li>
",Xanax,"Nov 25, 2019","Nov 24, 2019",Online,388 mg<br/>15.2 mm x 4.1 mm
MDMA,MDMA,"3</li>
",MDMA,"Nov 25, 2019","Nov 24, 2019",Online,200 mg
Molly,Caffeine,"20</li>
",Ecstasy,"Nov 25, 2019","Nov 24, 2019","Atlanta, GA",375 mg<br/>10.2 mm x 8.0 mm
NEP,N-Ethylheptedrone,"1</li>
</ul>",NEP,"Nov 25, 2019","Nov 24, 2019","Online, China",100 mg
Molly,MDMA,"1</li>
",MDMA,"Nov 25, 2019","Nov 24, 2019","New York, NY",100 mg<br/>17.4 mm x 6.2 mm
2903,Etizolam,"1.5</li>
",Alprazolam,"Nov 25, 2019","Nov 24, 2019","Los Angeles, CA",330 mg<br/>15.8 mm x 4.7 mm
Armani,MDA,"1</li>
",MDMA + Caffeine,"Nov 25, 2019","Nov 24, 2019","Denver, CO",10.4&amp;nbspmm x 2.7&amp;nbspmm
1UP,MDA,"8</li>
",MDMA + Caffeine,"Nov 25, 2019","Nov 24, 2019","Denver, CO",285 mg<br/>9.2 mm x 3.4 mm
Louis Vuitton,Caffeine,"1</li>
",Ecstasy,"Nov 25, 2019","Nov 24, 2019","Amsterdam, Netherlands",298 mg<br/>9.1 mm x 3.7 mm
Diamonds,MDMA,"1</li>
</ul>",MDMA,"Nov 25, 2019","Nov 24, 2019","Chicago, IL",289 mg<br/>9.8 mm x 8.2 mm
White Powder,Ketamine,"1</li>
</ul>",Ketamine,"Nov 25, 2019","Nov 24, 2019","New York, NY",500 mg
LSD Blotter,LSD,"1</li>
</ul>",LSD,"Nov 25, 2019","Nov 24, 2019","Los Angeles, CA",28 mg<br/>25.6 mm x 6.4 mm
Silver Play,MDA,"1</li>
</ul>",MDMA,"Nov 25, 2019","Nov 24, 2019","Los Angeles, CA",543 mg<br/>13.1 mm x 8.1 mm
Maserati Glitter,MDMA,"1</li>
</ul>",MDMA,"Nov 25, 2019","Nov 24, 2019","Online, Netherlands",449 mg<br/>12.1 mm x 8.1 mm
Batman,2C-B,10.2,?,"Nov 22, 2019","Nov 20, 2019","Bern, Switzerland",198.1 mg<br/>10.1 mm x 5.6 mm
AD | 30,Ketamine,24.5,Adderall,"Nov 22, 2019","Nov 19, 2019",Online,354.5 mg<br/>10.1 mm x 10.1 mm
Fake Xanax,Flualprazolam,"1</li>
</ul>",Alprazolam,"Nov 19, 2019","Nov 08, 2019","Zurich, Switzerland",288.3 mg<br/>15.5 mm x 5.2 mm
MCAT,4-Methylmethcathinone,134.6,MDMA / Ecstasy,"Nov 19, 2019","Nov 08, 2019","Zurich, Switzerland",286.3 mg<br/>9.2 mm x 8.4 mm
Champagner,2C-B,14.8,Not Specified,"Nov 19, 2019","Nov 08, 2019","Zurich, Switzerland",204.7 mg<br/>3.9 mm x 13.9 mm
Methylone,3-Methylmethcathinone,"1</li>
</ul>",Methylone,"Nov 19, 2019","Nov 06, 2019","Bern, Switzerland",-
Ketamine,Diphenidine,"94.4</li>
",Ketamine,"Nov 19, 2019","Oct 05, 2019","Zurich, Switzerland",-
Christmas Tree,Caffeine,"4</li>
",MDMA,"Nov 11, 2019","Nov 09, 2019","Concord, CA",312 mg<br/>8.0 mm x 5.2 mm
Adderall XR,Amphetamine,"1</li>
</ul>",Adderall XR,"Nov 11, 2019","Nov 09, 2019","Los Angeles, CA",457 mg<br/>20.1 mm x 6.6 mm
Rolex,MDMA,"1</li>
</ul>",MDMA,"Nov 11, 2019","Nov 09, 2019","Boise, ID",349 mg<br/>9.7 mm x 9.2 mm
Off-White Powder,5-MAPDB,"1</li>
</ul>",Mescaline,"Nov 11, 2019","Nov 09, 2019","San Diego, CA",100 mg<br/>9.7 mm x 24.1 mm
Acid,LSD,"1</li>
</ul>",LSD,"Nov 11, 2019","Nov 09, 2019","San Diego, CA",7 mg<br/>6.6 mm x 6.6 mm
Gel Tabs,LSD,"1</li>
</ul>",LSD,"Nov 11, 2019","Nov 09, 2019","Bay Area, CA",91 mg<br/>5.3 mm x 4.0 mm
Minecraft Brick,NA,"1</li>
</ul>",MDMA,"Nov 11, 2019","Nov 09, 2019","Online, Europe",133 mg<br/>5.9 mm x 4.5 mm
S903,Etizolam,"1</li>
</ul>",Alprazolam,"Nov 11, 2019","Nov 09, 2019","Online, Canada",238 mg<br/>15.8 mm x 4.7 mm
Concentrated Kratom,Mitragynine,"1</li>
</ul>",Concentrated Intense Kratom,"Nov 11, 2019","Nov 09, 2019","Houston, TX",536 mg<br/>21.5 mm x 7.1 mm
Unknown,Melatonin,"1</li>
</ul>",Not Specified,"Nov 11, 2019","Nov 09, 2019","Bethesda, MD",360 mg<br/>8.7 mm x 4.0 mm
LSD Blotter,Niacinamide,"1.5</li>
",LSD,"Nov 11, 2019","Nov 09, 2019","Boston, MA",7 mg<br/>6.3 mm x 4.7 mm
Oxy,Oxycodone,"1</li>
</ul>",Oxycodone,"Nov 11, 2019","Nov 09, 2019",Online,207 mg<br/>8.2 mm x 4.0 mm
Donkey Kong,MDMA,"1</li>
</ul>",MDMA,"Nov 11, 2019","Nov 09, 2019","Miami, FL",464 mg<br/>13.2 mm x 9.2 mm
MDMA,MDMA,"1</li>
</ul>",MDMA,"Nov 11, 2019","Nov 09, 2019",Online,200 mg
LSD Blotter,LSD,"1</li>
</ul>",LSD,"Nov 11, 2019","Nov 09, 2019",Online,10 mg<br/>6.6 mm x 6.5 mm
